p, res
12.700000, 0.756440
12.710000, 0.880784
12.720000, 1.015638
12.730000, 1.161225
12.740000, 1.317768
12.750000, 1.485496
12.760000, 1.664637
12.770000, 1.855424
12.780000, 2.058094
12.790000, 2.272885
12.800000, 2.500037
12.810000, 2.739797
12.820000, 2.992410
12.830000, 3.258127
12.840000, 3.537202
12.850000, 3.829890
12.860000, 4.136450
12.870000, 4.457146
12.880000, 4.792241
12.890000, 5.142005
12.900000, 5.506708
12.910000, 5.886627
12.920000, 6.282037
12.930000, 6.693220
12.940000, 7.120460
12.950000, 7.564044
12.960000, 8.024263
12.970000, 8.501409
12.980000, 8.995781
12.990000, 9.507678
13.000000, 10.037403
13.010000, 10.585264
13.020000, 11.151570
13.030000, 11.736634
13.040000, 12.340774
13.050000, 12.964310
13.060000, 13.607565
13.070000, 14.270866
13.080000, 14.954543
13.090000, 15.658931
13.100000, 16.384366
13.110000, 17.131189
13.120000, 17.899745
13.130000, 18.690382
13.140000, 19.503451
13.150000, 20.339306
13.160000, 21.198306
13.170000, 22.080814
13.180000, 22.987195
13.190000, 23.917818
13.200000, 24.873056
13.210000, 25.853286
13.220000, 26.858888
13.230000, 27.890246
13.240000, 28.947748
13.250000, 30.031785
13.260000, 31.142752
13.270000, 32.281048
13.280000, 33.447075
13.290000, 34.641240
13.300000, 35.863953
13.310000, 37.115629
13.320000, 38.396683
13.330000, 39.707539
13.340000, 41.048622
13.350000, 42.420361
13.360000, 43.823189
13.370000, 45.257542
13.380000, 46.723863
13.390000, 48.222595
13.400000, 49.754187
13.410000, 51.319092
13.420000, 52.917767
13.430000, 54.550671
13.440000, 56.218269
13.450000, 57.921029
13.460000, 59.659424
13.470000, 61.433930
13.480000, 63.245027
13.490000, 65.093199
13.500000, 66.978934
13.510000, 68.902725
13.520000, 70.865067
13.530000, 72.866461
13.540000, 74.907410
13.550000, 76.988423
13.560000, 79.110013
13.570000, 81.272694
13.580000, 83.476988
13.590000, 85.723418
13.600000, 88.012512
13.610000, 90.344804
13.620000, 92.720828
13.630000, 95.141126
13.640000, 97.606241
13.650000, 100.116722
13.660000, 102.673121
13.670000, 105.275995
13.680000, 107.925903
13.690000, 110.623410
13.700000, 113.369084
13.710000, 116.163498
13.720000, 119.007227
13.730000, 121.900852
13.740000, 124.844957
13.750000, 127.840131
13.760000, 130.886965
13.770000, 133.986056
13.780000, 137.138003
13.790000, 140.343410
13.800000, 143.602885
13.810000, 146.917041
13.820000, 150.286491
13.830000, 153.711857
13.840000, 157.193761
13.850000, 160.732830
13.860000, 164.329695
13.870000, 167.984992
13.880000, 171.699358
13.890000, 175.473436
13.900000, 179.307871
13.910000, 183.203315
13.920000, 187.160419
13.930000, 191.179841
13.940000, 195.262243
13.950000, 199.408287
13.960000, 203.618643
13.970000, 207.893982
13.980000, 212.234979
13.990000, 216.642312
14.000000, 221.116664
14.010000, 225.658719
14.020000, 230.269168
14.030000, 234.948702
14.040000, 239.698017
14.050000, 244.517812
14.060000, 249.408789
14.070000, 254.371653
14.080000, 259.407114
14.090000, 264.515883
14.100000, 269.698675
14.110000, 274.956207
14.120000, 280.289202
14.130000, 285.698382
14.140000, 291.184475
14.150000, 296.748211
14.160000, 302.390321
14.170000, 308.111542
14.180000, 313.912612
14.190000, 319.794271
14.200000, 325.757263
14.210000, 331.802333
14.220000, 337.930231
14.230000, 344.141706
14.240000, 350.437513
14.250000, 356.818406
14.260000, 363.285144
14.270000, 369.838486
14.280000, 376.479195
14.290000, 383.208035
14.300000, 390.025772
14.310000, 396.933173
14.320000, 403.931010
14.330000, 411.020053
14.340000, 418.201075
14.350000, 425.474853
14.360000, 432.842161
14.370000, 440.303778
14.380000, 447.860483
14.390000, 455.513057
14.400000, 463.262281
14.410000, 471.108937
14.420000, 479.053811
14.430000, 487.097685
14.440000, 495.241346
14.450000, 503.485580
14.460000, 511.831174
14.470000, 520.278914
14.480000, 528.829589
14.490000, 537.483986
14.500000, 546.242894
14.510000, 555.107101
14.520000, 564.077395
14.530000, 573.154564
14.540000, 582.339397
14.550000, 591.632680
14.560000, 601.035201
14.570000, 610.547746
14.580000, 620.171100
14.590000, 629.906049
14.600000, 639.753377
14.610000, 649.713866
14.620000, 659.788297
14.630000, 669.977452
14.640000, 680.282107
14.650000, 690.703041
14.660000, 701.241028
14.670000, 711.896842
14.680000, 722.671254
14.690000, 733.565032
14.700000, 744.578943
14.710000, 755.713752
14.720000, 766.970218
14.730000, 778.349102
14.740000, 789.851157
14.750000, 801.477137
14.760000, 813.227791
14.770000, 825.103863
14.780000, 837.106095
14.790000, 849.235225
14.800000, 861.491987
14.810000, 873.877111
14.820000, 886.391322
14.830000, 899.035340
14.840000, 911.809881
14.850000, 924.715656
14.860000, 937.753372
14.870000, 950.923728
14.880000, 964.227419
14.890000, 977.665134
14.900000, 991.237558
14.910000, 1004.945366
14.920000, 1018.789230
14.930000, 1032.769814
14.940000, 1046.887775
14.950000, 1061.143763
14.960000, 1075.538423
14.970000, 1090.072388
14.980000, 1104.746289
14.990000, 1119.560744
15.000000, 1134.516366
15.010000, 1149.613758
15.020000, 1164.853517
15.030000, 1180.236227
15.040000, 1195.762466
15.050000, 1211.432802
15.060000, 1227.247793
15.070000, 1243.207988
15.080000, 1259.313925
15.090000, 1275.566131
15.100000, 1291.965125
15.110000, 1308.511412
15.120000, 1325.205489
15.130000, 1342.047838
15.140000, 1359.038933
15.150000, 1376.179233
15.160000, 1393.469186
15.170000, 1410.909229
15.180000, 1428.499782
15.190000, 1446.241257
15.200000, 1464.134048
15.210000, 1482.178539
15.220000, 1500.375097
15.230000, 1518.724077
15.240000, 1537.225818
15.250000, 1555.880645
15.260000, 1574.688867
15.270000, 1593.650777
15.280000, 1612.766653
15.290000, 1632.036757
15.300000, 1651.461333
15.310000, 1671.040611
15.320000, 1690.774801
15.330000, 1710.664095
15.340000, 1730.708671
15.350000, 1750.908685
15.360000, 1771.264276
15.370000, 1791.775564
15.380000, 1812.442650
15.390000, 1833.265614
15.400000, 1854.244517
15.410000, 1875.379401
15.420000, 1896.670284
15.430000, 1918.117166
15.440000, 1939.720025
15.450000, 1961.478816
15.460000, 1983.393472
15.470000, 2005.463904
15.480000, 2027.690000
15.490000, 2050.071625
15.500000, 2072.608619
15.510000, 2095.300799
15.520000, 2118.147956
15.530000, 2141.149859
15.540000, 2164.306249
15.550000, 2187.616842
15.560000, 2211.081328
15.570000, 2234.699371
15.580000, 2258.470606
15.590000, 2282.394643
15.600000, 2306.471063
15.610000, 2330.699419
15.620000, 2355.079235
15.630000, 2379.610007
15.640000, 2404.291200
15.650000, 2429.122250
15.660000, 2454.102563
15.670000, 2479.231512
15.680000, 2504.508442
15.690000, 2529.932664
15.700000, 2555.503457
15.710000, 2581.220069
15.720000, 2607.081712
15.730000, 2633.087568
15.740000, 2659.236783
15.750000, 2685.528468
15.760000, 2711.961701
15.770000, 2738.535523
15.780000, 2765.248941
15.790000, 2792.100925
15.800000, 2819.090406
15.810000, 2846.216281
15.820000, 2873.477409
15.830000, 2900.872608
15.840000, 2928.400661
15.850000, 2956.060310
15.860000, 2983.850258
15.870000, 3011.769167
15.880000, 3039.815660
15.890000, 3067.988318
15.900000, 3096.285680
15.910000, 3124.706246
15.920000, 3153.248470
15.930000, 3181.910764
15.940000, 3210.691499
15.950000, 3239.588999
15.960000, 3268.601546
15.970000, 3297.727375
15.980000, 3326.964678
15.990000, 3356.311600
16.000000, 3385.766239
16.010000, 3415.326647
16.020000, 3444.990831
16.030000, 3474.756745
16.040000, 3504.622301
16.050000, 3534.585357
16.060000, 3564.643725
16.070000, 3594.795167
16.080000, 3625.037393
16.090000, 3655.368066
16.100000, 3685.784795
16.110000, 3716.285137
16.120000, 3746.866600
16.130000, 3777.526637
16.140000, 3808.262650
16.150000, 3839.071986
16.160000, 3869.951938
16.170000, 3900.899748
16.180000, 3931.912598
16.190000, 3962.987620
16.200000, 3994.121887
16.210000, 4025.312417
16.220000, 4056.556172
16.230000, 4087.850056
16.240000, 4119.190918
16.250000, 4150.575545
16.260000, 4182.000670
16.270000, 4213.462966
16.280000, 4244.959046
16.290000, 4276.485465
16.300000, 4308.038717
16.310000, 4339.615236
16.320000, 4371.211398
16.330000, 4402.823513
16.340000, 4434.447835
16.350000, 4466.080553
16.360000, 4497.717796
16.370000, 4529.355628
16.380000, 4560.990053
16.390000, 4592.617010
16.400000, 4624.232377
16.410000, 4655.831966
16.420000, 4687.411526
16.430000, 4718.966742
16.440000, 4750.493235
16.450000, 4781.986559
16.460000, 4813.442206
16.470000, 4844.855601
16.480000, 4876.222103
16.490000, 4907.537006
16.500000, 4938.795539
16.510000, 4969.992864
16.520000, 5001.124075
16.530000, 5032.184203
16.540000, 5063.168210
16.550000, 5094.070992
16.560000, 5124.887377
16.570000, 5155.612128
16.580000, 5186.239939
16.590000, 5216.765438
16.600000, 5247.183186
16.610000, 5277.487676
16.620000, 5307.673334
16.630000, 5337.734518
16.640000, 5367.665520
16.650000, 5397.460563
16.660000, 5427.113806
16.670000, 5456.619339
16.680000, 5485.971183
16.690000, 5515.163295
16.700000, 5544.189564
16.710000, 5573.043814
16.720000, 5601.719800
16.730000, 5630.211213
16.740000, 5658.511677
16.750000, 5686.614751
16.760000, 5714.513927
16.770000, 5742.202635
16.780000, 5769.674238
16.790000, 5796.922035
16.800000, 5823.939261
16.810000, 5850.719088
16.820000, 5877.254624
16.830000, 5903.538917
16.840000, 5929.564949
16.850000, 5955.325643
16.860000, 5980.813862
16.870000, 6006.022407
16.880000, 6030.944019
16.890000, 6055.571382
16.900000, 6079.897120
16.910000, 6103.913801
16.920000, 6127.613936
16.930000, 6150.989979
16.940000, 6174.034330
16.950000, 6196.739337
16.960000, 6219.097291
16.970000, 6241.100435
16.980000, 6262.740957
16.990000, 6284.011000
17.000000, 6304.902654
17.010000, 6325.407964
17.020000, 6345.518928
17.030000, 6365.227498
17.040000, 6384.525584
17.050000, 6403.405053
17.060000, 6421.857732
17.070000, 6439.875406
17.080000, 6457.449825
17.090000, 6474.572702
17.100000, 6491.235716
17.110000, 6507.430510
17.120000, 6523.148701
17.130000, 6538.381872
17.140000, 6553.121581
17.150000, 6567.359362
17.160000, 6581.086721
17.170000, 6594.295148
17.180000, 6606.976110
17.190000, 6619.121058
17.200000, 6630.721429
17.210000, 6641.768647
17.220000, 6652.254127
17.230000, 6662.169274
17.240000, 6671.505491
17.250000, 6680.254176
17.260000, 6688.406731
17.270000, 6695.954558
17.280000, 6702.889067
17.290000, 6709.201675
17.300000, 6714.883812
17.310000, 6719.926925
17.320000, 6724.322478
17.330000, 6728.061954
17.340000, 6731.136867
17.350000, 6733.538753
17.360000, 6735.259185
17.370000, 6736.289769
17.380000, 6736.622151
17.390000, 6736.248022
17.400000, 6735.159118
17.410000, 6733.347227
17.420000, 6730.804193
17.430000, 6727.521918
17.440000, 6723.492371
17.450000, 6718.707588
17.460000, 6713.159676
17.470000, 6706.840823
17.480000, 6699.743297
17.490000, 6691.859456
17.500000, 6683.181748
17.510000, 6673.702721
17.520000, 6663.415023
17.530000, 6652.311414
17.540000, 6640.384764
17.550000, 6627.628064
17.560000, 6614.034432
17.570000, 6599.597115
17.580000, 6584.309498
17.590000, 6568.165109
17.600000, 6551.157625
17.610000, 6533.280882
17.620000, 6514.528875
17.630000, 6494.895771
17.640000, 6474.375913
17.650000, 6452.963827
17.660000, 6430.654230
17.670000, 6407.442037
17.680000, 6383.322368
17.690000, 6358.290556
17.700000, 6332.342157
17.710000, 6305.472954
17.720000, 6277.678968
17.730000, 6248.956465
17.740000, 6219.301967
17.750000, 6188.712256
17.760000, 6157.184388
17.770000, 6124.715698
17.780000, 6091.303812
17.790000, 6056.946656
17.800000, 6021.642464
17.810000, 5985.389788
17.820000, 5948.187511
17.830000, 5910.034854
17.840000, 5870.931386
17.850000, 5830.877039
17.860000, 5789.872114
17.870000, 5747.917296
17.880000, 5705.013659
17.890000, 5661.162686
17.900000, 5616.366276
17.910000, 5570.626753
17.920000, 5523.946885
17.930000, 5476.329892
17.940000, 5427.779459
17.950000, 5378.299749
17.960000, 5327.895418
17.970000, 5276.571624
17.980000, 5224.334048
17.990000, 5171.188898
18.000000, 5117.142933
18.010000, 5062.203471
18.020000, 5006.378403
18.030000, 4949.676214
18.040000, 4892.105993
18.050000, 4833.677449
18.060000, 4774.400929
18.070000, 4714.287433
18.080000, 4653.348629
18.090000, 4591.596870
18.100000, 4529.045212
18.110000, 4465.707432
18.120000, 4401.598043
18.130000, 4336.732311
18.140000, 4271.126280
18.150000, 4204.796780
18.160000, 4137.761454
18.170000, 4070.038775
18.180000, 4001.648064
18.190000, 3932.609508
18.200000, 3862.944187
18.210000, 3792.674085
18.220000, 3721.822121
18.230000, 3650.412159
18.240000, 3578.469041
18.250000, 3506.018600
18.260000, 3433.087684
18.270000, 3359.704183
18.280000, 3285.897047
18.290000, 3211.696313
18.300000, 3137.133123
18.310000, 3062.239757
18.320000, 2987.049648
18.330000, 2911.597415
18.340000, 2835.918881
18.350000, 2760.051107
18.360000, 2684.032409
18.370000, 2607.902392
18.380000, 2531.701972
18.390000, 2455.473408
18.400000, 2379.260324
18.410000, 2303.107745
18.420000, 2227.062116
18.430000, 2151.171341
18.440000, 2075.484805
18.450000, 2000.053410
18.460000, 1924.929600
18.470000, 1850.167398
18.480000, 1775.822431
18.490000, 1701.951969
18.500000, 1628.614950
18.510000, 1555.872020
18.520000, 1483.785563
18.530000, 1412.419734
18.540000, 1341.840496
18.550000, 1272.115654
18.560000, 1203.314891
18.570000, 1135.509803
18.580000, 1068.773936
18.590000, 1003.182826
18.600000, 938.814031
18.610000, 875.747175
18.620000, 814.063984
18.630000, 753.848326
18.640000, 695.186250
18.650000, 638.166028
18.660000, 582.878197
18.670000, 529.415598
18.680000, 477.873421
18.690000, 428.349246
18.700000, 380.943088
18.710000, 335.757441
18.720000, 292.897321
18.730000, 252.470316
18.740000, 214.586626
18.750000, 179.359115
18.760000, 146.903355
18.770000, 117.337678
18.780000, 90.783219
18.790000, 67.363970
18.800000, 47.206829
18.810000, 30.441651
18.820000, 17.201297
18.830000, 7.621690
18.840000, 1.841865
18.850000, 0.004026
18.860000, 2.253594
18.870000, 8.739269
18.880000, 19.613082
18.890000, 35.030453
18.900000, 55.150246
18.910000, 80.134830
18.920000, 110.150135
18.930000, 145.365716
18.940000, 185.954807
18.950000, 232.094387
18.960000, 283.965240
18.970000, 341.752018
18.980000, 405.643305
18.990000, 475.831681
19.000000, 552.513786
19.010000, 635.890387
19.020000, 726.166445
19.030000, 823.551184
19.040000, 928.258155
19.050000, 1040.505310
19.060000, 1160.515069
19.070000, 1288.514393
19.080000, 1424.734856
19.090000, 1569.412717
19.100000, 1722.788991
19.110000, 1885.109529
19.120000, 2056.625091
19.130000, 2237.591421
19.140000, 2428.269325
19.150000, 2628.924749
19.160000, 2839.828862
19.170000, 3061.258130
19.180000, 3293.494399
19.190000, 3536.824981
19.200000, 3791.542730
19.210000, 4057.946133
19.220000, 4336.339388
19.230000, 4627.032494
19.240000, 4930.341339
19.250000, 5246.587783
19.260000, 5576.099750
19.270000, 5919.211318
19.280000, 6276.262806
19.290000, 6647.600871
19.300000, 7033.578597
19.310000, 7434.555592
19.320000, 7850.898077
19.330000, 8282.978989
19.340000, 8731.178072
19.350000, 9195.881978
19.360000, 9677.484366
19.370000, 10176.386000
19.380000, 10692.994852
19.390000, 11227.726202
19.400000, 11781.002744
19.410000, 12353.254687
19.420000, 12944.919863
19.430000, 13556.443832
19.440000, 14188.279989
19.450000, 14840.889675
19.460000, 15514.742282
19.470000, 16210.315369
19.480000, 16928.094770
19.490000, 17668.574709
19.500000, 18432.257913
19.510000, 19219.655727
19.520000, 20031.288232
19.530000, 20867.684359
19.540000, 21729.382010
19.550000, 22616.928178
19.560000, 23530.879066
19.570000, 24471.800208
19.580000, 25440.266595
19.590000, 26436.862797
19.600000, 27462.183089
19.610000, 28516.831577
19.620000, 29601.422323
19.630000, 30716.579478
19.640000, 31862.937410
19.650000, 33041.140833
19.660000, 34251.844940
19.670000, 35495.715538
19.680000, 36773.429178
19.690000, 38085.673295
19.700000, 39433.146342
19.710000, 40816.557926
19.720000, 42236.628951
19.730000, 43694.091753
19.740000, 45189.690244
19.750000, 46724.180054
19.760000, 48298.328671
19.770000, 49912.915591
19.780000, 51568.732456
19.790000, 53266.583207
19.800000, 55007.284227
19.810000, 56791.664493
19.820000, 58620.565723
19.830000, 60494.842528
19.840000, 62415.362563
19.850000, 64383.006680
19.860000, 66398.669086
19.870000, 68463.257489
19.880000, 70577.693264
19.890000, 72742.911602
19.900000, 74959.861674
19.910000, 77229.506787
19.920000, 79552.824543
19.930000, 81930.807002
19.940000, 84364.460847
19.950000, 86854.807539
19.960000, 89402.883489
19.970000, 92009.740218
19.980000, 94676.444524
19.990000, 97404.078651
20.000000, 100193.740454
20.010000, 103046.543566
20.020000, 105963.617573
20.030000, 108946.108178
20.040000, 111995.177378
20.050000, 115112.003630
20.060000, 118297.782028
20.070000, 121553.724474
20.080000, 124881.059853
20.090000, 128281.034211
20.100000, 131754.910925
20.110000, 135303.970882
20.120000, 138929.512657
20.130000, 142632.852691
20.140000, 146415.325467
20.150000, 150278.283690
20.160000, 154223.098468
20.170000, 158251.159488
20.180000, 162363.875203
20.190000, 166562.673007
20.200000, 170848.999418
20.210000, 175224.320263
20.220000, 179690.120856
20.230000, 184247.906185
20.240000, 188899.201090
20.250000, 193645.550452
20.260000, 198488.519372
20.270000, 203429.693358
20.280000, 208470.678506
20.290000, 213613.101687
20.300000, 218858.610731
20.310000, 224208.874609
20.320000, 229665.583619
20.330000, 235230.449571
20.340000, 240905.205972
20.350000, 246691.608206
20.360000, 252591.433725
20.370000, 258606.482226
20.380000, 264738.575839
20.390000, 270989.559310
20.400000, 277361.300181
20.410000, 283855.688978
20.420000, 290474.639388
20.430000, 297220.088444
20.440000, 304093.996706
20.450000, 311098.348439
20.460000, 318235.151796
20.470000, 325506.438997
20.480000, 332914.266504
20.490000, 340460.715203
20.500000, 348147.890578
20.510000, 355977.922888
20.520000, 363952.967340
20.530000, 372075.204263
20.540000, 380346.839284
20.550000, 388770.103492
20.560000, 397347.253615
20.570000, 406080.572182
20.580000, 414972.367696
20.590000, 424024.974794
20.600000, 433240.754413
20.610000, 442622.093954
20.620000, 452171.407437
20.630000, 461891.135663
20.640000, 471783.746372
20.650000, 481851.734390
20.660000, 492097.621791
20.670000, 502523.958036
20.680000, 513133.320131
20.690000, 523928.312763
20.700000, 534911.568448
20.710000, 546085.747670
20.720000, 557453.539016
20.730000, 569017.659313
20.740000, 580780.853754
20.750000, 592745.896036
20.760000, 604915.588475
20.770000, 617292.762132
20.780000, 629880.276933
20.790000, 642681.021781
20.800000, 655697.914670
20.810000, 668933.902788
20.820000, 682391.962626
20.830000, 696075.100073
20.840000, 709986.350516
20.850000, 724128.778926
20.860000, 738505.479950
20.870000, 753119.577988
20.880000, 767974.227276
20.890000, 783072.611955
20.900000, 798417.946139
20.910000, 814013.473981
20.920000, 829862.469725
20.930000, 845968.237765
20.940000, 862334.112685
20.950000, 878963.459304
20.960000, 895859.672710
20.970000, 913026.178286
20.980000, 930466.431739
20.990000, 948183.919110
21.000000, 966182.156788
21.010000, 984464.691512
21.020000, 1003035.100366
21.030000, 1021896.990771
21.040000, 1041054.000464
21.050000, 1060509.797476
21.060000, 1080268.080094
21.070000, 1100332.576827
21.080000, 1120707.046352
21.090000, 1141395.277459
21.100000, 1162401.088984
21.110000, 1183728.329740
21.120000, 1205380.878429
21.130000, 1227362.643552
21.140000, 1249677.563311
21.150000, 1272329.605493
21.160000, 1295322.767356
21.170000, 1318661.075498
21.180000, 1342348.585713
21.190000, 1366389.382846
21.200000, 1390787.580631
21.210000, 1415547.321519
21.220000, 1440672.776496
21.230000, 1466168.144888
21.240000, 1492037.654159
21.250000, 1518285.559691
21.260000, 1544916.144560
21.270000, 1571933.719289
21.280000, 1599342.621599
21.290000, 1627147.216139
21.300000, 1655351.894213
21.310000, 1683961.073480
21.320000, 1712979.197655
21.330000, 1742410.736183
21.340000, 1772260.183909
21.350000, 1802532.060731
21.360000, 1833230.911231
21.370000, 1864361.304304
21.380000, 1895927.832761
21.390000, 1927935.112919
21.400000, 1960387.784182
21.410000, 1993290.508596
21.420000, 2026647.970392
21.430000, 2060464.875515
21.440000, 2094745.951129
21.450000, 2129495.945115
21.460000, 2164719.625538
21.470000, 2200421.780108
21.480000, 2236607.215617
21.490000, 2273280.757355
21.500000, 2310447.248514
21.510000, 2348111.549567
